season,holiday,workingday,weather,temp,atemp,humidity,windspeed,hour,weekday,month,year,is_weekend,morning_rush,evening_rush,weekend_daytime,is_night,hour_workingday,hour_weekend,temp_atemp_diff,discomfort_index,is_humidity_zero,bad_weather
3,0,1,2,30.34,34.85,70,23.9994,10,4,7,0,0,0,0,0,0,10,0,-4.510000000000002,21.238000000000003,0,0
3,0,1,2,30.34,35.605,74,16.9979,11,4,7,0,0,0,0,0,0,11,0,-5.264999999999997,22.4516,0,0
3,0,1,2,31.16,36.365,70,19.0012,12,4,7,0,0,0,0,0,0,12,0,-5.205000000000002,21.811999999999998,0,0
3,0,1,2,31.98,37.88,66,19.0012,13,4,7,0,0,0,0,0,0,13,0,-5.900000000000002,21.1068,0,0
3,0,1,2,32.8,39.395,63,23.9994,14,4,7,0,0,0,0,0,0,14,0,-6.595000000000006,20.663999999999998,0,0
3,0,1,2,32.8,39.395,63,23.9994,15,4,7,0,0,0,0,0,0,15,0,-6.595000000000006,20.663999999999998,0,0
3,0,1,3,27.88,31.82,83,30.0026,16,4,7,0,0,0,0,0,0,16,0,-3.9400000000000013,23.1404,0,1
3,0,1,3,27.06,29.545,89,30.0026,17,4,7,0,0,0,1,0,0,17,0,-2.485000000000003,24.083399999999997,0,1
3,0,1,1,27.06,30.305,83,6.0032,18,4,7,0,0,0,1,0,0,18,0,-3.245000000000001,22.4598,0,0
3,0,1,1,27.06,30.305,83,6.0032,19,4,7,0,0,0,1,0,0,19,0,-3.245000000000001,22.4598,0,0
3,0,1,1,27.06,30.305,83,11.0014,20,4,7,0,0,0,0,0,0,20,0,-3.245000000000001,22.4598,0,0
3,0,1,2,27.06,30.305,83,16.9979,21,4,7,0,0,0,0,0,0,21,0,-3.245000000000001,22.4598,0,0
3,0,1,2,27.06,30.305,78,12.998,22,4,7,0,0,0,0,0,0,22,0,-3.245000000000001,21.1068,0,0
3,0,1,2,27.06,30.305,78,6.0032,23,4,7,0,0,0,0,0,0,23,0,-3.245000000000001,21.1068,0,0
3,0,0,2,27.06,30.305,83,8.9981,0,5,7,0,1,0,0,0,1,0,0,-3.245000000000001,22.4598,0,0
3,0,0,2,26.24,28.79,89,7.0015,1,5,7,0,1,0,0,0,1,0,1,-2.5500000000000007,23.353599999999997,0,0
3,0,0,1,26.24,28.79,89,11.0014,2,5,7,0,1,0,0,0,1,0,2,-2.5500000000000007,23.353599999999997,0,0
3,0,0,1,26.24,28.79,89,8.9981,3,5,7,0,1,0,0,0,1,0,3,-2.5500000000000007,23.353599999999997,0,0
3,0,0,1,26.24,28.79,83,15.0013,4,5,7,0,1,0,0,0,1,0,4,-2.5500000000000007,21.7792,0,0
3,0,0,2,25.42,28.03,88,11.0014,5,5,7,0,1,0,0,0,1,0,5,-2.6099999999999994,22.369600000000002,0,0
3,0,0,2,26.24,28.79,83,12.998,6,5,7,0,1,0,0,0,0,0,6,-2.5500000000000007,21.7792,0,0
3,0,0,1,27.06,30.305,78,12.998,7,5,7,0,1,0,0,0,0,0,7,-3.245000000000001,21.1068,0,0
3,0,0,1,28.7,32.575,70,16.9979,8,5,7,0,1,0,0,0,0,0,8,-3.8750000000000036,20.09,0,0
3,0,0,1,30.34,34.09,58,19.0012,9,5,7,0,1,0,0,0,0,0,9,-3.7500000000000036,17.5972,0,0
3,0,0,1,31.16,34.85,52,11.0014,10,5,7,0,1,0,0,0,0,0,10,-3.6900000000000013,16.2032,0,0
3,0,0,1,31.98,34.85,46,19.9995,11,5,7,0,1,0,0,1,0,0,11,-2.870000000000001,14.710799999999999,0,0
3,0,0,1,32.8,36.365,46,16.9979,12,5,7,0,1,0,0,1,0,0,12,-3.565000000000005,15.088,0,0
3,0,0,1,33.62,37.12,41,15.0013,13,5,7,0,1,0,0,1,0,0,13,-3.5,13.784199999999998,0,0
3,0,0,1,34.44,37.12,36,8.9981,14,5,7,0,1,0,0,1,0,0,14,-2.6799999999999997,12.398399999999999,0,0
3,0,0,1,34.44,36.365,34,6.0032,15,5,7,0,1,0,0,1,0,0,15,-1.9250000000000043,11.7096,0,0
3,0,0,1,33.62,36.365,38,0.0,16,5,7,0,1,0,0,1,0,0,16,-2.7450000000000045,12.775599999999999,0,0
3,0,0,1,34.44,36.365,32,0.0,17,5,7,0,1,0,0,0,0,0,17,-1.9250000000000043,11.0208,0,0
3,0,0,1,33.62,36.365,36,7.0015,18,5,7,0,1,0,0,0,0,0,18,-2.7450000000000045,12.1032,0,0
3,0,0,1,31.16,34.85,55,11.0014,19,5,7,0,1,0,0,0,0,0,19,-3.6900000000000013,17.137999999999998,0,0
3,0,0,1,31.16,35.605,58,15.0013,20,5,7,0,1,0,0,0,0,0,20,-4.444999999999997,18.0728,0,0
3,0,0,1,30.34,34.09,58,11.0014,21,5,7,0,1,0,0,0,0,0,21,-3.7500000000000036,17.5972,0,0
3,0,0,1,29.52,34.09,62,11.0014,22,5,7,0,1,0,0,0,0,0,22,-4.570000000000004,18.3024,0,0
3,0,0,1,29.52,33.335,58,12.998,23,5,7,0,1,0,0,0,0,0,23,-3.8150000000000013,17.1216,0,0
3,0,0,1,28.7,32.575,61,11.0014,0,6,7,0,1,0,0,0,1,0,0,-3.8750000000000036,17.507,0,0
3,0,0,1,28.7,32.575,61,8.9981,1,6,7,0,1,0,0,0,1,0,1,-3.8750000000000036,17.507,0,0
3,0,0,1,27.88,31.82,69,6.0032,2,6,7,0,1,0,0,0,1,0,2,-3.9400000000000013,19.2372,0,0
3,0,0,1,27.06,31.06,74,6.0032,3,6,7,0,1,0,0,0,1,0,3,-4.0,20.0244,0,0
3,0,0,1,27.06,31.06,69,6.0032,4,6,7,0,1,0,0,0,1,0,4,-4.0,18.6714,0,0
3,0,0,1,27.06,31.06,74,0.0,5,6,7,0,1,0,0,0,1,0,5,-4.0,20.0244,0,0
3,0,0,1,26.24,29.545,78,6.0032,6,6,7,0,1,0,0,0,0,0,6,-3.3050000000000033,20.4672,0,0
3,0,0,1,28.7,32.575,70,6.0032,7,6,7,0,1,0,0,0,0,0,7,-3.8750000000000036,20.09,0,0
3,0,0,1,29.52,34.09,66,0.0,8,6,7,0,1,0,0,0,0,0,8,-4.570000000000004,19.4832,0,0
3,0,0,1,30.34,34.85,66,6.0032,9,6,7,0,1,0,0,0,0,0,9,-4.510000000000002,20.0244,0,0
3,0,0,1,31.16,34.85,55,8.9981,10,6,7,0,1,0,0,0,0,0,10,-3.6900000000000013,17.137999999999998,0,0
3,0,0,1,31.98,36.365,55,12.998,11,6,7,0,1,0,0,1,0,0,11,-4.385000000000002,17.589000000000002,0,0
3,0,0,1,33.62,37.88,46,19.0012,12,6,7,0,1,0,0,1,0,0,12,-4.260000000000005,15.4652,0,0
3,0,0,1,32.8,36.365,46,19.9995,13,6,7,0,1,0,0,1,0,0,13,-3.565000000000005,15.088,0,0
3,0,0,1,33.62,37.12,41,22.0028,14,6,7,0,1,0,0,1,0,0,14,-3.5,13.784199999999998,0,0
3,0,0,1,34.44,37.12,39,19.0012,15,6,7,0,1,0,0,1,0,0,15,-2.6799999999999997,13.431599999999998,0,0
3,0,0,1,34.44,37.88,41,19.0012,16,6,7,0,1,0,0,1,0,0,16,-3.440000000000005,14.1204,0,0
3,0,0,1,34.44,37.12,36,15.0013,17,6,7,0,1,0,0,0,0,0,17,-2.6799999999999997,12.398399999999999,0,0
3,0,0,1,33.62,37.12,43,19.0012,18,6,7,0,1,0,0,0,0,0,18,-3.5,14.456599999999998,0,0
3,0,0,1,32.8,37.12,49,22.0028,19,6,7,0,1,0,0,0,0,0,19,-4.32,16.072,0,0
3,0,0,1,31.16,34.85,55,12.998,20,6,7,0,1,0,0,0,0,0,20,-3.6900000000000013,17.137999999999998,0,0
3,0,0,1,30.34,34.09,62,16.9979,21,6,7,0,1,0,0,0,0,0,21,-3.7500000000000036,18.8108,0,0
3,0,0,1,30.34,34.85,66,15.0013,22,6,7,0,1,0,0,0,0,0,22,-4.510000000000002,20.0244,0,0
3,0,0,1,29.52,34.09,66,16.9979,23,6,7,0,1,0,0,0,0,0,23,-4.570000000000004,19.4832,0,0
3,0,1,1,28.7,32.575,65,12.998,0,0,7,0,0,0,0,0,1,0,0,-3.8750000000000036,18.655,0,0
3,0,1,1,28.7,32.575,61,19.0012,1,0,7,0,0,0,0,0,1,1,0,-3.8750000000000036,17.507,0,0
3,0,1,1,28.7,32.575,61,15.0013,2,0,7,0,0,0,0,0,1,2,0,-3.8750000000000036,17.507,0,0
3,0,1,1,27.88,31.82,65,11.0014,3,0,7,0,0,0,0,0,1,3,0,-3.9400000000000013,18.122,0,0
3,0,1,1,27.06,31.06,74,15.0013,4,0,7,0,0,0,0,0,1,4,0,-4.0,20.0244,0,0
3,0,1,1,27.06,31.06,74,8.9981,5,0,7,0,0,0,0,0,1,5,0,-4.0,20.0244,0,0
3,0,1,1,27.88,31.82,74,12.998,6,0,7,0,0,0,0,0,0,6,0,-3.9400000000000013,20.6312,0,0
3,0,1,1,28.7,33.335,74,16.9979,7,0,7,0,0,1,0,0,0,7,0,-4.635000000000002,21.237999999999996,0,0
3,0,1,1,30.34,34.85,66,19.0012,8,0,7,0,0,1,0,0,0,8,0,-4.510000000000002,20.0244,0,0
3,0,1,1,31.98,37.12,59,19.9995,9,0,7,0,0,1,0,0,0,9,0,-5.139999999999997,18.868199999999998,0,0
3,0,1,1,32.8,37.88,55,23.9994,10,0,7,0,0,0,0,0,0,10,0,-5.080000000000005,18.04,0,0
3,0,1,1,33.62,39.395,56,19.9995,11,0,7,0,0,0,0,0,0,11,0,-5.775000000000006,18.827199999999998,0,0
3,0,1,1,34.44,40.15,53,19.0012,12,0,7,0,0,0,0,0,0,12,0,-5.710000000000001,18.2532,0,0
3,0,1,1,35.26,40.91,50,16.9979,13,0,7,0,0,0,0,0,0,13,0,-5.649999999999999,17.63,0,0
3,0,1,1,35.26,41.665,53,19.0012,14,0,7,0,0,0,0,0,0,14,0,-6.405000000000001,18.6878,0,0
3,0,1,1,35.26,42.425,56,27.9993,15,0,7,0,0,0,0,0,0,15,0,-7.164999999999999,19.7456,0,0
3,0,1,1,35.26,42.425,56,26.0027,16,0,7,0,0,0,0,0,0,16,0,-7.164999999999999,19.7456,0,0
3,0,1,1,35.26,42.425,56,27.9993,17,0,7,0,0,0,1,0,0,17,0,-7.164999999999999,19.7456,0,0
3,0,1,1,35.26,41.665,53,26.0027,18,0,7,0,0,0,1,0,0,18,0,-6.405000000000001,18.6878,0,0
3,0,1,1,34.44,41.665,59,22.0028,19,0,7,0,0,0,1,0,0,19,0,-7.225000000000001,20.319599999999998,0,0
3,0,1,1,29.52,34.85,74,27.9993,20,0,7,0,0,0,0,0,0,20,0,-5.330000000000002,21.8448,0,0
3,0,1,1,28.7,33.335,79,27.9993,21,0,7,0,0,0,0,0,0,21,0,-4.635000000000002,22.673,0,0
3,0,1,1,29.52,34.85,74,8.9981,22,0,7,0,0,0,0,0,0,22,0,-5.330000000000002,21.8448,0,0
3,0,1,1,28.7,33.335,79,8.9981,23,0,7,0,0,0,0,0,0,23,0,-4.635000000000002,22.673,0,0
3,0,1,1,28.7,33.335,79,8.9981,0,1,7,0,0,0,0,0,1,0,0,-4.635000000000002,22.673,0,0
3,0,1,1,28.7,33.335,79,6.0032,1,1,7,0,0,0,0,0,1,1,0,-4.635000000000002,22.673,0,0
3,0,1,1,28.7,33.335,79,7.0015,2,1,7,0,0,0,0,0,1,2,0,-4.635000000000002,22.673,0,0
3,0,1,2,28.7,33.335,79,0.0,3,1,7,0,0,0,0,0,1,3,0,-4.635000000000002,22.673,0,0
3,0,1,1,28.7,33.335,79,11.0014,4,1,7,0,0,0,0,0,1,4,0,-4.635000000000002,22.673,0,0
3,0,1,1,28.7,33.335,79,6.0032,5,1,7,0,0,0,0,0,1,5,0,-4.635000000000002,22.673,0,0
3,0,1,1,30.34,34.09,58,15.0013,6,1,7,0,0,0,0,0,0,6,0,-3.7500000000000036,17.5972,0,0
3,0,1,1,31.16,34.85,55,12.998,7,1,7,0,0,1,0,0,0,7,0,-3.6900000000000013,17.137999999999998,0,0
3,0,1,1,31.16,35.605,58,15.0013,8,1,7,0,0,1,0,0,0,8,0,-4.444999999999997,18.0728,0,0
3,0,1,1,31.98,36.365,55,32.9975,9,1,7,0,0,1,0,0,0,9,0,-4.385000000000002,17.589000000000002,0,0
3,0,1,1,33.62,38.635,52,11.0014,10,1,7,0,0,0,0,0,0,10,0,-5.015000000000001,17.4824,0,0
3,0,1,1,33.62,38.635,52,11.0014,11,1,7,0,0,0,0,0,0,11,0,-5.015000000000001,17.4824,0,0
3,0,1,1,35.26,39.395,44,19.9995,12,1,7,0,0,0,0,0,0,12,0,-4.135000000000005,15.514399999999998,0,0
3,0,1,1,35.26,40.15,47,15.0013,13,1,7,0,0,0,0,0,0,13,0,-4.890000000000001,16.5722,0,0
3,0,1,1,36.9,42.425,42,19.9995,14,1,7,0,0,0,0,0,0,14,0,-5.524999999999999,15.498,0,0
3,0,1,1,36.9,42.425,42,23.9994,15,1,7,0,0,0,0,0,0,15,0,-5.524999999999999,15.498,0,0
3,0,1,1,35.26,39.395,44,19.0012,16,1,7,0,0,0,0,0,0,16,0,-4.135000000000005,15.514399999999998,0,0
3,0,1,1,36.08,40.91,44,19.0012,17,1,7,0,0,0,1,0,0,17,0,-4.829999999999998,15.8752,0,0
3,0,1,1,35.26,40.15,47,19.9995,18,1,7,0,0,0,1,0,0,18,0,-4.890000000000001,16.5722,0,0
3,0,1,1,34.44,37.88,44,19.0012,19,1,7,0,0,0,1,0,0,19,0,-3.440000000000005,15.153599999999999,0,0
3,0,1,1,33.62,37.12,43,12.998,20,1,7,0,0,0,0,0,0,20,0,-3.5,14.456599999999998,0,0
3,0,1,1,33.62,37.12,43,7.0015,21,1,7,0,0,0,0,0,0,21,0,-3.5,14.456599999999998,0,0
3,0,1,1,32.8,36.365,46,8.9981,22,1,7,0,0,0,0,0,0,22,0,-3.565000000000005,15.088,0,0
3,0,1,1,31.98,35.605,52,0.0,23,1,7,0,0,0,0,0,0,23,0,-3.6249999999999964,16.6296,0,0
3,0,1,1,31.16,35.605,62,0.0,0,2,7,0,0,0,0,0,1,0,0,-4.444999999999997,19.319200000000002,0,0
3,0,1,1,31.16,34.85,55,0.0,1,2,7,0,0,0,0,0,1,1,0,-3.6900000000000013,17.137999999999998,0,0
3,0,1,1,31.16,34.85,55,0.0,2,2,7,0,0,0,0,0,1,2,0,-3.6900000000000013,17.137999999999998,0,0
3,0,1,1,30.34,34.09,58,12.998,3,2,7,0,0,0,0,0,1,3,0,-3.7500000000000036,17.5972,0,0
3,0,1,1,30.34,34.09,58,16.9979,4,2,7,0,0,0,0,0,1,4,0,-3.7500000000000036,17.5972,0,0
3,0,1,1,30.34,34.09,58,12.998,5,2,7,0,0,0,0,0,1,5,0,-3.7500000000000036,17.5972,0,0
3,0,1,1,30.34,34.09,58,11.0014,6,2,7,0,0,0,0,0,0,6,0,-3.7500000000000036,17.5972,0,0
3,0,1,1,31.16,34.85,55,16.9979,7,2,7,0,0,1,0,0,0,7,0,-3.6900000000000013,17.137999999999998,0,0
3,0,1,1,32.8,37.12,49,16.9979,8,2,7,0,0,1,0,0,0,8,0,-4.32,16.072,0,0
3,0,1,1,33.62,37.12,41,12.998,9,2,7,0,0,1,0,0,0,9,0,-3.5,13.784199999999998,0,0
3,0,1,1,33.62,37.88,46,12.998,10,2,7,0,0,0,0,0,0,10,0,-4.260000000000005,15.4652,0,0
3,0,1,1,34.44,37.12,39,11.0014,11,2,7,0,0,0,0,0,0,11,0,-2.6799999999999997,13.431599999999998,0,0
3,0,1,1,34.44,37.88,41,19.0012,12,2,7,0,0,0,0,0,0,12,0,-3.440000000000005,14.1204,0,0
3,0,1,3,33.62,37.88,46,8.9981,13,2,7,0,0,0,0,0,0,13,0,-4.260000000000005,15.4652,0,1
3,0,1,3,33.62,37.88,46,8.9981,14,2,7,0,0,0,0,0,0,14,0,-4.260000000000005,15.4652,0,1
3,0,1,3,26.24,28.03,94,8.9981,15,2,7,0,0,0,0,0,0,15,0,-1.7900000000000027,24.665599999999998,0,1
3,0,1,2,27.06,29.545,89,0.0,16,2,7,0,0,0,0,0,0,16,0,-2.485000000000003,24.083399999999997,0,0
3,0,1,1,28.7,33.335,79,0.0,17,2,7,0,0,0,1,0,0,17,0,-4.635000000000002,22.673,0,0
3,0,1,1,29.52,34.85,79,8.9981,18,2,7,0,0,0,1,0,0,18,0,-5.330000000000002,23.3208,0,0
3,0,1,1,28.7,33.335,79,7.0015,19,2,7,0,0,0,1,0,0,19,0,-4.635000000000002,22.673,0,0
3,0,1,1,28.7,33.335,84,11.0014,20,2,7,0,0,0,0,0,0,20,0,-4.635000000000002,24.107999999999997,0,0
3,0,1,1,28.7,33.335,79,7.0015,21,2,7,0,0,0,0,0,0,21,0,-4.635000000000002,22.673,0,0
3,0,1,1,27.88,31.82,83,12.998,22,2,7,0,0,0,0,0,0,22,0,-3.9400000000000013,23.1404,0,0
3,0,1,1,27.06,30.305,83,16.9979,23,2,7,0,0,0,0,0,0,23,0,-3.245000000000001,22.4598,0,0
3,0,1,1,27.06,31.06,69,19.9995,0,3,7,0,0,0,0,0,1,0,0,-4.0,18.6714,0,0
3,0,1,1,27.06,31.06,61,16.9979,1,3,7,0,0,0,0,0,1,1,0,-4.0,16.5066,0,0
3,0,1,1,26.24,31.06,57,19.9995,2,3,7,0,0,0,0,0,1,2,0,-4.82,14.956799999999998,0,0
3,0,1,1,25.42,31.06,57,19.9995,3,3,7,0,0,0,0,0,1,3,0,-5.639999999999997,14.4894,0,0
3,0,1,1,25.42,31.06,53,16.9979,4,3,7,0,0,0,0,0,1,4,0,-5.639999999999997,13.4726,0,0
3,0,1,1,24.6,31.06,56,15.0013,5,3,7,0,0,0,0,0,1,5,0,-6.459999999999997,13.776000000000002,0,0
3,0,1,1,24.6,30.305,60,15.0013,6,3,7,0,0,0,0,0,0,6,0,-5.704999999999998,14.76,0,0
3,0,1,1,25.42,31.06,53,16.9979,7,3,7,0,0,1,0,0,0,7,0,-5.639999999999997,13.4726,0,0
3,0,1,1,26.24,31.06,50,23.9994,8,3,7,0,0,1,0,0,0,8,0,-4.82,13.12,0,0
3,0,1,1,27.88,31.82,47,19.0012,9,3,7,0,0,1,0,0,0,9,0,-3.9400000000000013,13.103599999999998,0,0
3,0,1,1,28.7,31.82,42,16.9979,10,3,7,0,0,0,0,0,0,10,0,-3.120000000000001,12.053999999999998,0,0
3,0,1,1,29.52,32.575,37,15.0013,11,3,7,0,0,0,0,0,0,11,0,-3.0550000000000033,10.9224,0,0
3,0,1,1,30.34,32.575,35,16.9979,12,3,7,0,0,0,0,0,0,12,0,-2.235000000000003,10.619000000000002,0,0
3,0,1,1,31.16,33.335,33,22.0028,13,3,7,0,0,0,0,0,0,13,0,-2.1750000000000007,10.2828,0,0
3,0,1,1,30.34,32.575,35,19.0012,14,3,7,0,0,0,0,0,0,14,0,-2.235000000000003,10.619000000000002,0,0
3,0,1,1,31.16,33.335,33,19.9995,15,3,7,0,0,0,0,0,0,15,0,-2.1750000000000007,10.2828,0,0
3,0,1,1,31.16,33.335,33,8.9981,16,3,7,0,0,0,0,0,0,16,0,-2.1750000000000007,10.2828,0,0
3,0,1,1,30.34,32.575,37,8.9981,17,3,7,0,0,0,1,0,0,17,0,-2.235000000000003,11.2258,0,0
3,0,1,1,29.52,32.575,42,12.998,18,3,7,0,0,0,1,0,0,18,0,-3.0550000000000033,12.398399999999999,0,0
3,0,1,1,29.52,32.575,39,15.0013,19,3,7,0,0,0,1,0,0,19,0,-3.0550000000000033,11.5128,0,0
3,0,1,1,28.7,31.82,42,15.0013,20,3,7,0,0,0,0,0,0,20,0,-3.120000000000001,12.053999999999998,0,0
3,0,1,1,27.06,31.06,50,8.9981,21,3,7,0,0,0,0,0,0,21,0,-4.0,13.53,0,0
3,0,1,1,26.24,31.06,57,6.0032,22,3,7,0,0,0,0,0,0,22,0,-4.82,14.956799999999998,0,0
3,0,1,1,26.24,30.305,65,16.9979,23,3,7,0,0,0,0,0,0,23,0,-4.065000000000001,17.055999999999997,0,0
3,0,1,1,25.42,29.545,73,15.0013,0,4,7,0,0,0,0,0,1,0,0,-4.125,18.5566,0,0
3,0,1,1,25.42,29.545,73,12.998,1,4,7,0,0,0,0,0,1,1,0,-4.125,18.5566,0,0
3,0,1,1,24.6,28.79,78,11.0014,2,4,7,0,0,0,0,0,1,2,0,-4.189999999999998,19.188000000000002,0,0
3,0,1,1,24.6,29.545,73,12.998,3,4,7,0,0,0,0,0,1,3,0,-4.945,17.958000000000002,0,0
3,0,1,1,24.6,29.545,73,11.0014,4,4,7,0,0,0,0,0,1,4,0,-4.945,17.958000000000002,0,0
3,0,1,1,24.6,29.545,73,8.9981,5,4,7,0,0,0,0,0,1,5,0,-4.945,17.958000000000002,0,0
3,0,1,2,24.6,29.545,73,7.0015,6,4,7,0,0,0,0,0,0,6,0,-4.945,17.958000000000002,0,0
3,0,1,1,26.24,30.305,65,7.0015,7,4,7,0,0,1,0,0,0,7,0,-4.065000000000001,17.055999999999997,0,0
3,0,1,1,26.24,30.305,65,16.9979,8,4,7,0,0,1,0,0,0,8,0,-4.065000000000001,17.055999999999997,0,0
3,0,1,1,27.88,31.82,54,12.998,9,4,7,0,0,1,0,0,0,9,0,-3.9400000000000013,15.0552,0,0
3,0,1,2,27.06,31.06,61,11.0014,10,4,7,0,0,0,0,0,0,10,0,-4.0,16.5066,0,0
3,0,1,1,28.7,32.575,54,8.9981,11,4,7,0,0,0,0,0,0,11,0,-3.8750000000000036,15.498,0,0
3,0,1,1,28.7,32.575,48,12.998,12,4,7,0,0,0,0,0,0,12,0,-3.8750000000000036,13.776,0,0
3,0,1,1,28.7,32.575,54,12.998,13,4,7,0,0,0,0,0,0,13,0,-3.8750000000000036,15.498,0,0
3,0,1,1,28.7,32.575,51,12.998,14,4,7,0,0,0,0,0,0,14,0,-3.8750000000000036,14.637,0,0
3,0,1,1,29.52,32.575,45,11.0014,15,4,7,0,0,0,0,0,0,15,0,-3.0550000000000033,13.284,0,0
3,0,1,1,29.52,33.335,51,12.998,16,4,7,0,0,0,0,0,0,16,0,-3.8150000000000013,15.0552,0,0
3,0,1,1,30.34,33.335,42,16.9979,17,4,7,0,0,0,1,0,0,17,0,-2.995000000000001,12.742799999999999,0,0
3,0,1,1,29.52,32.575,45,15.0013,18,4,7,0,0,0,1,0,0,18,0,-3.0550000000000033,13.284,0,0
3,0,1,1,28.7,31.82,45,15.0013,19,4,7,0,0,0,1,0,0,19,0,-3.120000000000001,12.915,0,0
3,0,1,1,28.7,32.575,51,15.0013,20,4,7,0,0,0,0,0,0,20,0,-3.8750000000000036,14.637,0,0
3,0,1,1,27.06,31.06,54,7.0015,21,4,7,0,0,0,0,0,0,21,0,-4.0,14.612400000000001,0,0
3,0,1,1,27.06,31.06,57,15.0013,22,4,7,0,0,0,0,0,0,22,0,-4.0,15.424199999999999,0,0
3,0,1,1,26.24,31.06,61,11.0014,23,4,7,0,0,0,0,0,0,23,0,-4.82,16.0064,0,0
3,0,0,1,25.42,30.305,65,12.998,0,5,7,0,1,0,0,0,1,0,0,-4.884999999999998,16.523000000000003,0,0
3,0,0,1,24.6,29.545,69,7.0015,1,5,7,0,1,0,0,0,1,0,1,-4.945,16.974,0,0
3,0,0,1,24.6,29.545,73,8.9981,2,5,7,0,1,0,0,0,1,0,2,-4.945,17.958000000000002,0,0
3,0,0,1,24.6,28.79,78,8.9981,3,5,7,0,1,0,0,0,1,0,3,-4.189999999999998,19.188000000000002,0,0
3,0,0,1,24.6,29.545,73,6.0032,4,5,7,0,1,0,0,0,1,0,4,-4.945,17.958000000000002,0,0
3,0,0,1,23.78,27.275,78,6.0032,5,5,7,0,1,0,0,0,1,0,5,-3.4949999999999974,18.5484,0,0
3,0,0,1,24.6,28.79,78,11.0014,6,5,7,0,1,0,0,0,0,0,6,-4.189999999999998,19.188000000000002,0,0
3,0,0,1,25.42,29.545,73,8.9981,7,5,7,0,1,0,0,0,0,0,7,-4.125,18.5566,0,0
3,0,0,1,27.06,31.06,65,11.0014,8,5,7,0,1,0,0,0,0,0,8,-4.0,17.589,0,0
3,0,0,1,28.7,32.575,54,15.0013,9,5,7,0,1,0,0,0,0,0,9,-3.8750000000000036,15.498,0,0
3,0,0,1,29.52,33.335,54,12.998,10,5,7,0,1,0,0,0,0,0,10,-3.8150000000000013,15.9408,0,0
3,0,0,1,30.34,33.335,48,15.0013,11,5,7,0,1,0,0,1,0,0,11,-2.995000000000001,14.5632,0,0
3,0,0,1,31.16,34.09,43,19.0012,12,5,7,0,1,0,0,1,0,0,12,-2.9300000000000033,13.398800000000001,0,0
3,0,0,1,31.16,34.09,45,19.9995,13,5,7,0,1,0,0,1,0,0,13,-2.9300000000000033,14.022,0,0
3,0,0,1,30.34,33.335,45,19.9995,14,5,7,0,1,0,0,1,0,0,14,-2.995000000000001,13.652999999999999,0,0
3,0,0,1,31.16,34.09,45,22.0028,15,5,7,0,1,0,0,1,0,0,15,-2.9300000000000033,14.022,0,0
3,0,0,1,31.16,34.09,45,19.0012,16,5,7,0,1,0,0,1,0,0,16,-2.9300000000000033,14.022,0,0
3,0,0,1,31.16,34.09,45,15.0013,17,5,7,0,1,0,0,0,0,0,17,-2.9300000000000033,14.022,0,0
3,0,0,1,31.16,34.09,45,19.0012,18,5,7,0,1,0,0,0,0,0,18,-2.9300000000000033,14.022,0,0
3,0,0,1,30.34,34.09,48,12.998,19,5,7,0,1,0,0,0,0,0,19,-3.7500000000000036,14.5632,0,0
3,0,0,1,29.52,33.335,51,15.0013,20,5,7,0,1,0,0,0,0,0,20,-3.8150000000000013,15.0552,0,0
3,0,0,1,28.7,32.575,58,15.0013,21,5,7,0,1,0,0,0,0,0,21,-3.8750000000000036,16.646,0,0
3,0,0,1,28.7,32.575,65,19.0012,22,5,7,0,1,0,0,0,0,0,22,-3.8750000000000036,18.655,0,0
3,0,0,1,27.88,31.82,61,15.0013,23,5,7,0,1,0,0,0,0,0,23,-3.9400000000000013,17.0068,0,0
3,0,0,1,27.06,31.06,65,15.0013,0,6,7,0,1,0,0,0,1,0,0,-4.0,17.589,0,0
3,0,0,1,26.24,30.305,69,12.998,1,6,7,0,1,0,0,0,1,0,1,-4.065000000000001,18.1056,0,0
3,0,0,1,26.24,30.305,69,15.0013,2,6,7,0,1,0,0,0,1,0,2,-4.065000000000001,18.1056,0,0
3,0,0,1,26.24,30.305,69,15.0013,3,6,7,0,1,0,0,0,1,0,3,-4.065000000000001,18.1056,0,0
3,0,0,1,25.42,29.545,73,11.0014,4,6,7,0,1,0,0,0,1,0,4,-4.125,18.5566,0,0
3,0,0,1,26.24,30.305,69,15.0013,5,6,7,0,1,0,0,0,1,0,5,-4.065000000000001,18.1056,0,0
3,0,0,1,25.42,29.545,73,11.0014,6,6,7,0,1,0,0,0,0,0,6,-4.125,18.5566,0,0
3,0,0,1,26.24,30.305,73,11.0014,7,6,7,0,1,0,0,0,0,0,7,-4.065000000000001,19.1552,0,0
3,0,0,1,27.88,31.82,65,15.0013,8,6,7,0,1,0,0,0,0,0,8,-3.9400000000000013,18.122,0,0
3,0,0,1,29.52,33.335,58,15.0013,9,6,7,0,1,0,0,0,0,0,9,-3.8150000000000013,17.1216,0,0
3,0,0,1,30.34,34.09,60,15.0013,10,6,7,0,1,0,0,0,0,0,10,-3.7500000000000036,18.204,0,0
3,0,0,1,31.16,34.85,55,19.0012,11,6,7,0,1,0,0,1,0,0,11,-3.6900000000000013,17.137999999999998,0,0
3,0,0,1,31.16,34.85,55,19.0012,12,6,7,0,1,0,0,1,0,0,12,-3.6900000000000013,17.137999999999998,0,0
