datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,wind_was_zero,hour,month
2011-05-13 22:00:00,2,0,1,2,21.32,25.0,83,15.0013,0,22,5
2011-05-13 23:00:00,2,0,1,3,20.5,24.24,88,11.0014,0,23,5
2011-05-14 00:00:00,2,0,0,2,20.5,24.24,88,8.9981,0,0,5
2011-05-14 01:00:00,2,0,0,2,20.5,24.24,88,8.9981,0,1,5
2011-05-14 02:00:00,2,0,0,2,20.5,24.24,88,8.9981,0,2,5
2011-05-14 03:00:00,2,0,0,2,20.5,24.24,88,8.9981,0,3,5
2011-05-14 04:00:00,2,0,0,2,20.5,24.24,82,11.0014,0,4,5
2011-05-14 05:00:00,2,0,0,2,20.5,24.24,82,7.0015,0,5,5
2011-05-14 06:00:00,2,0,0,2,20.5,24.24,88,7.0015,0,6,5
2011-05-14 07:00:00,2,0,0,3,19.68,23.485,100,13.844236851617806,1,7,5
2011-05-14 08:00:00,2,0,0,3,20.5,24.24,94,16.65429499639083,1,8,5
2011-05-14 09:00:00,2,0,0,2,21.32,25.0,94,6.0032,0,9,5
2011-05-14 10:00:00,2,0,0,2,21.32,25.0,94,11.0014,0,10,5
2011-05-14 11:00:00,2,0,0,2,21.32,25.0,94,8.9981,0,11,5
2011-05-14 12:00:00,2,0,0,3,21.32,25.0,100,6.0032,0,12,5
2011-05-14 13:00:00,2,0,0,3,21.32,25.0,100,6.0032,0,13,5
2011-05-14 14:00:00,2,0,0,2,22.14,25.76,94,8.9981,0,14,5
2011-05-14 15:00:00,2,0,0,2,22.14,25.76,94,11.0014,0,15,5
2011-05-14 16:00:00,2,0,0,2,22.14,25.76,94,12.998,0,16,5
2011-05-14 17:00:00,2,0,0,2,22.96,26.515,88,12.998,0,17,5
2011-05-14 18:00:00,2,0,0,2,22.96,26.515,88,15.0013,0,18,5
2011-05-14 19:00:00,2,0,0,3,22.14,25.76,94,8.9981,0,19,5
2011-05-14 20:00:00,2,0,0,3,22.14,25.76,94,8.9981,0,20,5
2011-05-14 21:00:00,2,0,0,3,22.14,25.76,94,15.0013,0,21,5
2011-05-14 22:00:00,2,0,0,3,22.14,25.76,94,11.0014,0,22,5
2011-05-14 23:00:00,2,0,0,3,21.32,25.0,100,12.998,0,23,5
2011-05-15 00:00:00,2,0,0,2,21.32,25.0,100,9.936975481630878,1,0,5
2011-05-15 01:00:00,2,0,0,2,21.32,25.0,100,7.0015,0,1,5
2011-05-15 02:00:00,2,0,0,2,21.32,25.0,100,8.9981,0,2,5
2011-05-15 03:00:00,2,0,0,2,21.32,25.0,100,9.777964025757441,1,3,5
2011-05-15 04:00:00,2,0,0,2,21.32,25.0,100,9.777438228948743,1,4,5
2011-05-15 05:00:00,2,0,0,3,21.32,25.0,100,7.0015,0,5,5
2011-05-15 06:00:00,2,0,0,2,21.32,25.0,100,8.9981,0,6,5
2011-05-15 07:00:00,2,0,0,2,21.32,25.0,100,8.9981,0,7,5
2011-05-15 08:00:00,2,0,0,2,22.14,25.76,94,8.9981,0,8,5
2011-05-15 09:00:00,2,0,0,1,23.78,27.275,83,16.9979,0,9,5
2011-05-15 10:00:00,2,0,0,1,23.78,27.275,83,15.0013,0,10,5
2011-05-15 11:00:00,2,0,0,1,24.6,28.79,78,15.0013,0,11,5
2011-05-15 12:00:00,2,0,0,1,25.42,29.545,73,19.9995,0,12,5
2011-05-15 13:00:00,2,0,0,1,25.42,29.545,73,19.0012,0,13,5
2011-05-15 14:00:00,2,0,0,1,26.24,30.305,73,12.998,0,14,5
2011-05-15 15:00:00,2,0,0,1,27.06,31.06,69,16.9979,0,15,5
2011-05-15 16:00:00,2,0,0,1,26.24,30.305,69,16.9979,0,16,5
2011-05-15 17:00:00,2,0,0,3,22.96,26.515,78,23.9994,0,17,5
2011-05-15 18:00:00,2,0,0,1,22.96,26.515,78,16.9979,0,18,5
2011-05-15 19:00:00,2,0,0,1,22.96,26.515,83,7.0015,0,19,5
2011-05-15 20:00:00,2,0,0,1,22.14,25.76,88,13.23876401547665,1,20,5
2011-05-15 21:00:00,2,0,0,1,22.14,25.76,88,11.693622165087685,1,21,5
2011-05-15 22:00:00,2,0,0,1,22.96,26.515,83,11.203728685396491,1,22,5
2011-05-15 23:00:00,2,0,0,1,22.14,25.76,88,15.0013,0,23,5
2011-05-16 00:00:00,2,0,1,1,21.32,25.0,94,7.0015,0,0,5
2011-05-16 01:00:00,2,0,1,1,21.32,25.0,94,8.9981,0,1,5
2011-05-16 02:00:00,2,0,1,1,20.5,24.24,100,6.0032,0,2,5
2011-05-16 03:00:00,2,0,1,1,20.5,24.24,94,11.0014,0,3,5
2011-05-16 04:00:00,2,0,1,1,20.5,24.24,100,8.9981,0,4,5
2011-05-16 05:00:00,2,0,1,1,20.5,24.24,93,12.998,0,5,5
2011-05-16 06:00:00,2,0,1,1,21.32,25.0,88,11.0014,0,6,5
2011-05-16 07:00:00,2,0,1,1,21.32,25.0,83,19.0012,0,7,5
2011-05-16 08:00:00,2,0,1,1,22.96,26.515,73,19.9995,0,8,5
2011-05-16 09:00:00,2,0,1,1,24.6,29.545,69,12.998,0,9,5
2011-05-16 10:00:00,2,0,1,1,25.42,30.305,65,6.0032,0,10,5
2011-05-16 11:00:00,2,0,1,1,26.24,31.06,57,14.780495238218013,1,11,5
2011-05-16 12:00:00,2,0,1,1,27.06,31.06,54,6.0032,0,12,5
2011-05-16 13:00:00,2,0,1,1,27.88,31.82,51,16.10104815128546,1,13,5
2011-05-16 14:00:00,2,0,1,1,27.88,31.82,51,16.21587981524673,1,14,5
2011-05-16 15:00:00,2,0,1,1,29.52,33.335,51,16.114736041427992,1,15,5
2011-05-16 16:00:00,2,0,1,3,24.6,28.79,78,16.9979,0,16,5
2011-05-16 17:00:00,2,0,1,1,23.78,27.275,88,15.0013,0,17,5
2011-05-16 18:00:00,2,0,1,3,23.78,27.275,83,12.998,0,18,5
2011-05-16 19:00:00,2,0,1,1,23.78,27.275,83,16.9979,0,19,5
2011-05-16 20:00:00,2,0,1,1,23.78,27.275,83,13.17622901762594,1,20,5
2011-05-16 21:00:00,2,0,1,1,23.78,27.275,83,11.440838589944926,1,21,5
2011-05-16 22:00:00,2,0,1,1,22.96,26.515,88,6.0032,0,22,5
2011-05-16 23:00:00,2,0,1,1,22.96,26.515,88,6.0032,0,23,5
2011-05-17 00:00:00,2,0,1,2,22.96,26.515,88,10.266682671413284,1,0,5
2011-05-17 01:00:00,2,0,1,3,22.96,26.515,88,15.099240875210231,1,1,5
2011-05-17 02:00:00,2,0,1,3,22.96,26.515,88,15.740245534243508,1,2,5
2011-05-17 03:00:00,2,0,1,3,22.14,25.76,94,16.9979,0,3,5
2011-05-17 04:00:00,2,0,1,3,22.14,25.76,94,16.9979,0,4,5
2011-05-17 05:00:00,2,0,1,3,21.32,25.0,94,16.9979,0,5,5
2011-05-17 06:00:00,2,0,1,3,21.32,25.0,94,16.9979,0,6,5
2011-05-17 07:00:00,2,0,1,2,21.32,25.0,94,16.9979,0,7,5
2011-05-17 08:00:00,2,0,1,2,21.32,25.0,94,19.9995,0,8,5
2011-05-17 09:00:00,2,0,1,2,22.14,25.76,88,16.9979,0,9,5
2011-05-17 10:00:00,2,0,1,3,22.14,25.76,88,16.9979,0,10,5
2011-05-17 11:00:00,2,0,1,2,22.96,26.515,83,27.9993,0,11,5
2011-05-17 12:00:00,2,0,1,3,22.96,26.515,83,27.9993,0,12,5
2011-05-17 13:00:00,2,0,1,2,22.96,26.515,88,22.0028,0,13,5
2011-05-17 14:00:00,2,0,1,1,25.42,29.545,73,31.0009,0,14,5
2011-05-17 15:00:00,2,0,1,1,25.42,30.305,69,30.0026,0,15,5
2011-05-17 16:00:00,2,0,1,1,25.42,30.305,61,22.0028,0,16,5
2011-05-17 17:00:00,2,0,1,1,25.42,30.305,65,27.9993,0,17,5
2011-05-17 18:00:00,2,0,1,1,24.6,29.545,69,19.9995,0,18,5
2011-05-17 19:00:00,2,0,1,1,24.6,29.545,69,16.9979,0,19,5
2011-05-17 20:00:00,2,0,1,1,23.78,27.275,83,27.9993,0,20,5
2011-05-17 21:00:00,2,0,1,1,22.14,25.76,88,16.9979,0,21,5
2011-05-17 22:00:00,2,0,1,2,22.14,25.76,88,19.0012,0,22,5
2011-05-17 23:00:00,2,0,1,2,22.14,25.76,88,16.9979,0,23,5
2011-05-18 00:00:00,2,0,1,2,22.14,25.76,88,15.0013,0,0,5
2011-05-18 01:00:00,2,0,1,2,22.14,25.76,88,16.9979,0,1,5
2011-05-18 02:00:00,2,0,1,3,21.32,25.0,94,15.0013,0,2,5
2011-05-18 03:00:00,2,0,1,3,21.32,25.0,94,19.9995,0,3,5
2011-05-18 04:00:00,2,0,1,3,21.32,25.0,94,19.9995,0,4,5
2011-05-18 05:00:00,2,0,1,1,21.32,25.0,100,15.0013,0,5,5
2011-05-18 06:00:00,2,0,1,1,21.32,25.0,100,8.9981,0,6,5
2011-05-18 07:00:00,2,0,1,1,22.14,25.76,88,12.998,0,7,5
2011-05-18 08:00:00,2,0,1,1,22.96,26.515,88,19.0012,0,8,5
2011-05-18 09:00:00,2,0,1,3,22.96,26.515,83,16.9979,0,9,5
2011-05-18 10:00:00,2,0,1,3,22.14,25.76,88,19.0012,0,10,5
2011-05-18 11:00:00,2,0,1,2,22.14,25.76,94,6.0032,0,11,5
2011-05-18 12:00:00,2,0,1,1,22.96,26.515,94,19.9995,0,12,5
2011-05-18 13:00:00,2,0,1,2,22.96,26.515,83,22.0028,0,13,5
2011-05-18 14:00:00,2,0,1,2,23.78,27.275,78,19.0012,0,14,5
2011-05-18 15:00:00,2,0,1,1,24.6,28.79,78,16.9979,0,15,5
2011-05-18 16:00:00,2,0,1,1,24.6,29.545,73,12.998,0,16,5
2011-05-18 17:00:00,2,0,1,1,24.6,29.545,69,8.9981,0,17,5
2011-05-18 18:00:00,2,0,1,1,24.6,29.545,73,15.0013,0,18,5
2011-05-18 19:00:00,2,0,1,3,22.96,26.515,88,8.9981,0,19,5
2011-05-18 20:00:00,2,0,1,3,22.96,26.515,88,8.9981,0,20,5
2011-05-18 21:00:00,2,0,1,1,21.32,25.0,88,11.604843410886332,1,21,5
2011-05-18 22:00:00,2,0,1,1,21.32,25.0,83,11.25489880780745,1,22,5
2011-05-18 23:00:00,2,0,1,1,21.32,25.0,94,6.0032,0,23,5
2011-05-19 00:00:00,2,0,1,1,21.32,25.0,94,7.0015,0,0,5
2011-05-19 01:00:00,2,0,1,1,20.5,24.24,94,9.68990767740925,1,1,5
2011-05-19 02:00:00,2,0,1,1,20.5,24.24,94,9.642989647220993,1,2,5
2011-05-19 03:00:00,2,0,1,1,19.68,23.485,100,9.528875402764102,1,3,5
2011-05-19 04:00:00,2,0,1,1,19.68,23.485,94,9.563918516159106,1,4,5
2011-05-19 05:00:00,2,0,1,1,19.68,23.485,94,9.565465433997545,1,5,5
2011-05-19 06:00:00,2,0,1,2,20.5,24.24,94,9.742584039233373,1,6,5
2011-05-19 07:00:00,2,0,1,2,20.5,24.24,100,11.503090834222593,1,7,5
2011-05-19 08:00:00,2,0,1,2,21.32,25.0,88,12.67468085944272,1,8,5
2011-05-19 09:00:00,2,0,1,2,22.14,25.76,88,6.0032,0,9,5
2011-05-19 10:00:00,2,0,1,2,22.14,25.76,83,13.529541390979618,1,10,5
2011-05-19 11:00:00,2,0,1,3,22.14,25.76,88,11.0014,0,11,5
2011-05-19 12:00:00,2,0,1,2,23.78,27.275,78,7.0015,0,12,5
2011-05-19 13:00:00,2,0,1,3,23.78,27.275,64,16.9979,0,13,5
2011-05-19 14:00:00,2,0,1,3,22.14,25.76,73,12.998,0,14,5
2011-05-19 15:00:00,2,0,1,1,22.96,26.515,78,11.0014,0,15,5
2011-05-19 16:00:00,2,0,1,1,23.78,27.275,64,12.998,0,16,5
2011-05-19 17:00:00,2,0,1,1,22.96,26.515,78,11.0014,0,17,5
2011-05-19 18:00:00,2,0,1,1,24.6,31.06,55,11.0014,0,18,5
2011-05-19 19:00:00,2,0,1,1,23.78,27.275,60,8.9981,0,19,5
2011-05-19 20:00:00,2,0,1,1,22.14,25.76,77,19.0012,0,20,5
2011-05-19 21:00:00,2,0,1,1,22.14,25.76,77,19.0012,0,21,5
2011-05-19 22:00:00,2,0,1,3,20.5,24.24,82,19.9995,0,22,5
2011-05-19 23:00:00,2,0,1,1,19.68,23.485,94,10.800965772621526,1,23,5
2011-06-01 00:00:00,2,0,1,1,28.7,33.335,79,11.0014,0,0,6
2011-06-01 01:00:00,2,0,1,1,28.7,33.335,84,16.9979,0,1,6
2011-06-01 02:00:00,2,0,1,1,28.7,33.335,79,11.0014,0,2,6
2011-06-01 03:00:00,2,0,1,1,27.88,31.82,89,12.998,0,3,6
2011-06-01 04:00:00,2,0,1,2,27.88,31.82,89,15.0013,0,4,6
2011-06-01 05:00:00,2,0,1,2,27.06,29.545,89,6.0032,0,5,6
2011-06-01 06:00:00,2,0,1,2,27.88,31.82,89,6.0032,0,6,6
2011-06-01 07:00:00,2,0,1,2,28.7,33.335,79,11.0014,0,7,6
2011-06-01 08:00:00,2,0,1,2,29.52,34.85,79,12.998,0,8,6
2011-06-01 09:00:00,2,0,1,2,30.34,35.605,74,15.0013,0,9,6
2011-06-01 10:00:00,2,0,1,2,31.16,37.12,75,16.9979,0,10,6
2011-06-01 11:00:00,2,0,1,2,33.62,40.15,59,15.0013,0,11,6
2011-06-01 12:00:00,2,0,1,1,35.26,41.665,53,15.326844315900802,1,12,6
2011-06-01 13:00:00,2,0,1,1,36.9,40.91,37,12.998,0,13,6
2011-06-01 14:00:00,2,0,1,1,36.9,40.91,37,16.9979,0,14,6
2011-06-01 15:00:00,2,0,1,1,36.9,41.665,39,19.9995,0,15,6
2011-06-01 16:00:00,2,0,1,1,35.26,40.15,47,19.9995,0,16,6
2011-06-01 17:00:00,2,0,1,1,35.26,40.15,47,19.9995,0,17,6
2011-06-01 18:00:00,2,0,1,3,33.62,39.395,56,26.0027,0,18,6
2011-06-01 19:00:00,2,0,1,2,30.34,35.605,79,11.0014,0,19,6
2011-06-01 20:00:00,2,0,1,2,30.34,35.605,79,16.9979,0,20,6
2011-06-01 21:00:00,2,0,1,1,30.34,34.85,70,19.0012,0,21,6
2011-06-01 22:00:00,2,0,1,1,30.34,34.85,66,8.9981,0,22,6
2011-06-01 23:00:00,2,0,1,1,30.34,33.335,51,11.0014,0,23,6
2011-06-02 00:00:00,2,0,1,1,30.34,32.575,40,23.9994,0,0,6
2011-06-02 01:00:00,2,0,1,1,29.52,32.575,38,7.0015,0,1,6
2011-06-02 02:00:00,2,0,1,1,28.7,31.82,39,15.348287990043904,1,2,6
2011-06-02 03:00:00,2,0,1,1,27.06,31.06,44,7.0015,0,3,6
2011-06-02 04:00:00,2,0,1,1,27.06,31.06,41,12.998,0,4,6
2011-06-02 05:00:00,2,0,1,1,27.06,31.06,39,15.0013,0,5,6
2011-06-02 06:00:00,2,0,1,1,27.06,31.06,39,8.9981,0,6,6
2011-06-02 07:00:00,2,0,1,1,28.7,31.82,34,16.9979,0,7,6
2011-06-02 08:00:00,2,0,1,1,28.7,31.82,32,19.9995,0,8,6
2011-06-02 09:00:00,2,0,1,1,29.52,31.82,26,23.9994,0,9,6
2011-06-02 10:00:00,2,0,1,1,29.52,32.575,28,32.9975,0,10,6
2011-06-02 11:00:00,2,0,1,1,30.34,32.575,28,26.0027,0,11,6
2011-06-02 12:00:00,2,0,1,1,31.16,33.335,25,31.0009,0,12,6
2011-06-02 13:00:00,2,0,1,1,32.8,34.09,24,23.9994,0,13,6
2011-06-02 14:00:00,2,0,1,1,31.98,33.335,24,22.0028,0,14,6
2011-06-02 15:00:00,2,0,1,1,32.8,34.09,21,26.0027,0,15,6
2011-06-02 16:00:00,2,0,1,1,32.8,34.09,22,32.9975,0,16,6
2011-06-02 17:00:00,2,0,1,1,31.16,32.575,20,35.0008,0,17,6
2011-06-02 18:00:00,2,0,1,1,30.34,32.575,22,26.0027,0,18,6
2011-06-02 19:00:00,2,0,1,1,29.52,31.82,23,19.9995,0,19,6
2011-06-02 20:00:00,2,0,1,1,28.7,31.82,24,12.998,0,20,6
2011-06-02 21:00:00,2,0,1,1,27.06,31.06,31,12.998,0,21,6
2011-06-02 22:00:00,2,0,1,1,26.24,31.06,33,16.9979,0,22,6
2011-06-02 23:00:00,2,0,1,1,25.42,31.06,35,15.0013,0,23,6
2011-06-03 00:00:00,2,0,1,1,25.42,31.06,38,19.0012,0,0,6
2011-06-03 01:00:00,2,0,1,1,24.6,31.06,38,23.9994,0,1,6
2011-06-03 02:00:00,2,0,1,1,22.96,26.515,43,15.0013,0,2,6
2011-06-03 03:00:00,2,0,1,1,22.14,25.76,49,15.0013,0,3,6
2011-06-03 04:00:00,2,0,1,1,21.32,25.0,48,22.0028,0,4,6
2011-06-03 05:00:00,2,0,1,1,21.32,25.0,48,23.9994,0,5,6
2011-06-03 06:00:00,2,0,1,1,22.14,25.76,45,19.9995,0,6,6
2011-06-03 07:00:00,2,0,1,1,22.14,25.76,45,16.9979,0,7,6
2011-06-03 08:00:00,2,0,1,2,22.96,26.515,43,22.0028,0,8,6
2011-06-03 09:00:00,2,0,1,1,23.78,27.275,40,11.0014,0,9,6
2011-06-03 10:00:00,2,0,1,1,25.42,31.06,33,16.9979,0,10,6
2011-06-03 11:00:00,2,0,1,1,26.24,31.06,31,22.0028,0,11,6
2011-06-03 12:00:00,2,0,1,1,27.06,31.06,27,19.0012,0,12,6
2011-06-03 13:00:00,2,0,1,1,27.88,31.06,26,16.9979,0,13,6
2011-06-03 14:00:00,2,0,1,1,28.7,31.82,28,19.0012,0,14,6
2011-06-03 15:00:00,2,0,1,1,28.7,31.82,28,19.0012,0,15,6
2011-06-03 16:00:00,2,0,1,1,29.52,31.82,26,22.0028,0,16,6
2011-06-03 17:00:00,2,0,1,1,29.52,31.82,25,19.0012,0,17,6
2011-06-03 18:00:00,2,0,1,1,28.7,31.82,24,19.9995,0,18,6
2011-06-03 19:00:00,2,0,1,1,27.88,31.06,26,19.0012,0,19,6
2011-06-03 20:00:00,2,0,1,1,26.24,31.06,29,11.0014,0,20,6
2011-06-03 21:00:00,2,0,1,1,26.24,31.06,29,7.0015,0,21,6
2011-06-03 22:00:00,2,0,1,1,25.42,31.06,35,15.79315676323241,1,22,6
2011-06-03 23:00:00,2,0,1,1,23.78,27.275,46,7.0015,0,23,6
2011-06-04 00:00:00,2,0,0,1,22.96,26.515,52,14.709196885242049,1,0,6
2011-06-04 01:00:00,2,0,0,1,22.14,25.76,64,7.0015,0,1,6
2011-06-04 02:00:00,2,0,0,1,22.14,25.76,56,12.998,0,2,6
2011-06-04 03:00:00,2,0,0,1,21.32,25.0,59,7.0015,0,3,6
2011-06-04 04:00:00,2,0,0,1,21.32,25.0,59,6.0032,0,4,6
2011-06-04 05:00:00,2,0,0,1,20.5,24.24,64,13.176985640344844,1,5,6
2011-06-04 06:00:00,2,0,0,1,22.14,25.76,60,13.270280164923618,1,6,6
2011-06-04 07:00:00,2,0,0,1,22.96,26.515,56,14.183891816729044,1,7,6
2011-06-04 08:00:00,2,0,0,1,24.6,31.06,46,6.0032,0,8,6
2011-06-04 09:00:00,2,0,0,1,25.42,31.06,43,8.9981,0,9,6
2011-06-04 10:00:00,2,0,0,1,26.24,31.06,38,7.0015,0,10,6
2011-06-04 11:00:00,2,0,0,1,27.06,31.06,36,8.9981,0,11,6
2011-06-04 12:00:00,2,0,0,1,28.7,31.82,32,11.0014,0,12,6
2011-06-04 13:00:00,2,0,0,1,30.34,32.575,28,8.9981,0,13,6
2011-06-04 14:00:00,2,0,0,1,30.34,32.575,33,15.0013,0,14,6
2011-06-04 15:00:00,2,0,0,2,30.34,32.575,27,27.9993,0,15,6
2011-06-04 16:00:00,2,0,0,2,29.52,32.575,30,8.9981,0,16,6
2011-06-04 17:00:00,2,0,0,2,29.52,32.575,34,16.9979,0,17,6
2011-06-04 18:00:00,2,0,0,2,30.34,32.575,30,11.0014,0,18,6
2011-06-04 19:00:00,2,0,0,2,28.7,31.82,39,6.0032,0,19,6
2011-06-04 20:00:00,2,0,0,2,28.7,32.575,48,6.0032,0,20,6
2011-06-04 21:00:00,2,0,0,2,27.06,31.06,47,7.0015,0,21,6
2011-06-04 22:00:00,2,0,0,1,26.24,31.06,57,15.0013,0,22,6
2011-06-04 23:00:00,2,0,0,2,26.24,31.06,57,12.251675545329185,1,23,6
2011-06-05 00:00:00,2,0,0,1,26.24,31.06,57,6.0032,0,0,6
2011-06-05 01:00:00,2,0,0,2,26.24,31.06,61,11.0014,0,1,6
2011-06-05 02:00:00,2,0,0,2,26.24,31.06,61,11.0014,0,2,6
2011-06-05 03:00:00,2,0,0,2,25.42,30.305,65,11.0014,0,3,6
2011-06-05 04:00:00,2,0,0,2,25.42,30.305,65,11.0014,0,4,6
2011-06-05 05:00:00,2,0,0,2,25.42,30.305,61,8.9981,0,5,6
2011-06-05 06:00:00,2,0,0,2,25.42,30.305,61,7.0015,0,6,6
2011-06-05 07:00:00,2,0,0,2,24.6,29.545,73,16.9979,0,7,6
2011-06-05 08:00:00,2,0,0,2,24.6,29.545,73,16.9979,0,8,6
2011-06-05 09:00:00,2,0,0,2,24.6,28.79,78,12.998,0,9,6
2011-06-05 10:00:00,2,0,0,2,25.42,29.545,73,6.0032,0,10,6
2011-06-05 11:00:00,2,0,0,2,26.24,30.305,69,7.0015,0,11,6
2011-06-05 12:00:00,2,0,0,2,26.24,30.305,69,7.0015,0,12,6
2011-06-05 13:00:00,2,0,0,1,27.06,31.06,65,7.0015,0,13,6
2011-06-05 14:00:00,2,0,0,1,28.7,32.575,58,11.0014,0,14,6
2011-06-05 15:00:00,2,0,0,1,28.7,32.575,54,15.458593230091246,1,15,6
2011-06-05 16:00:00,2,0,0,1,29.52,33.335,51,6.0032,0,16,6
2011-06-05 17:00:00,2,0,0,1,30.34,33.335,51,15.87229183026437,1,17,6
2011-06-05 18:00:00,2,0,0,1,28.7,32.575,58,7.0015,0,18,6
2011-06-05 19:00:00,2,0,0,1,27.88,31.82,65,11.0014,0,19,6
2011-06-05 20:00:00,2,0,0,1,27.06,31.06,69,12.998,0,20,6
2011-06-05 21:00:00,2,0,0,1,26.24,30.305,73,11.0014,0,21,6
2011-06-05 22:00:00,2,0,0,1,26.24,29.545,78,15.0013,0,22,6
2011-06-05 23:00:00,2,0,0,1,25.42,29.545,78,8.9981,0,23,6
2011-06-06 00:00:00,2,0,1,1,25.42,29.545,78,8.9981,0,0,6
2011-06-06 01:00:00,2,0,1,1,24.6,28.03,83,8.9981,0,1,6
2011-06-06 02:00:00,2,0,1,1,23.78,27.275,88,7.0015,0,2,6
2011-06-06 03:00:00,2,0,1,1,23.78,27.275,88,9.641814427799503,1,3,6
2011-06-06 04:00:00,2,0,1,1,22.96,26.515,94,7.0015,0,4,6
2011-06-06 05:00:00,2,0,1,1,22.96,26.515,88,6.0032,0,5,6
2011-06-06 06:00:00,2,0,1,1,23.78,27.275,88,9.666211465029622,1,6,6
2011-06-06 07:00:00,2,0,1,1,25.42,29.545,78,7.0015,0,7,6
2011-06-06 08:00:00,2,0,1,1,26.24,30.305,73,6.0032,0,8,6
2011-06-06 09:00:00,2,0,1,1,28.7,32.575,58,11.0014,0,9,6
2011-06-06 10:00:00,2,0,1,1,29.52,33.335,51,15.0013,0,10,6
2011-06-06 11:00:00,2,0,1,1,30.34,33.335,42,8.9981,0,11,6
2011-06-06 12:00:00,2,0,1,1,31.16,33.335,37,11.0014,0,12,6
2011-06-06 13:00:00,2,0,1,1,31.98,34.09,35,15.985240732673825,1,13,6
2011-06-06 14:00:00,2,0,1,1,31.98,34.09,31,8.9981,0,14,6
2011-06-06 15:00:00,2,0,1,1,32.8,34.85,29,12.998,0,15,6
2011-06-06 16:00:00,2,0,1,1,31.16,33.335,33,8.9981,0,16,6
2011-06-06 17:00:00,2,0,1,1,31.98,34.09,33,19.0012,0,17,6
2011-06-06 18:00:00,2,0,1,1,31.16,33.335,31,8.9981,0,18,6
2011-06-06 19:00:00,2,0,1,1,29.52,33.335,54,12.998,0,19,6
2011-06-06 20:00:00,2,0,1,1,27.88,31.82,61,8.9981,0,20,6
2011-06-06 21:00:00,2,0,1,1,27.06,31.06,57,6.0032,0,21,6
2011-06-06 22:00:00,2,0,1,1,27.06,31.06,61,6.0032,0,22,6
2011-06-06 23:00:00,2,0,1,1,26.24,30.305,69,6.0032,0,23,6
2011-06-07 00:00:00,2,0,1,1,26.24,30.305,65,6.0032,0,0,6
2011-06-07 01:00:00,2,0,1,1,25.42,30.305,69,8.9981,0,1,6
2011-06-07 02:00:00,2,0,1,1,24.6,29.545,73,6.0032,0,2,6
2011-06-07 03:00:00,2,0,1,1,24.6,29.545,73,6.0032,0,3,6
2011-06-07 04:00:00,2,0,1,1,23.78,27.275,83,8.9981,0,4,6
2011-06-07 05:00:00,2,0,1,1,23.78,27.275,88,11.0014,0,5,6
2011-06-07 06:00:00,2,0,1,1,24.6,28.79,78,8.9981,0,6,6
2011-06-07 07:00:00,2,0,1,2,26.24,30.305,69,12.998,0,7,6
2011-06-07 08:00:00,2,0,1,2,27.88,31.82,61,8.9981,0,8,6
2011-06-07 09:00:00,2,0,1,2,29.52,33.335,58,15.0013,0,9,6
2011-06-07 10:00:00,2,0,1,2,31.16,34.09,48,12.998,0,10,6
2011-06-07 11:00:00,2,0,1,2,31.16,34.85,52,16.9979,0,11,6
2011-06-07 12:00:00,2,0,1,2,32.8,36.365,46,19.0012,0,12,6
2011-06-07 13:00:00,2,0,1,2,32.8,36.365,43,16.9979,0,13,6
2011-06-07 14:00:00,2,0,1,2,32.8,36.365,43,19.0012,0,14,6
2011-06-07 15:00:00,2,0,1,2,33.62,37.12,41,22.0028,0,15,6
2011-06-07 16:00:00,2,0,1,1,32.8,35.605,38,15.0013,0,16,6
2011-06-07 17:00:00,2,0,1,1,32.8,36.365,43,16.9979,0,17,6
2011-06-07 18:00:00,2,0,1,1,31.98,34.85,46,19.0012,0,18,6
2011-06-07 19:00:00,2,0,1,1,31.16,34.09,48,16.9979,0,19,6
2011-06-07 20:00:00,2,0,1,1,30.34,34.09,56,8.9981,0,20,6
2011-06-07 21:00:00,2,0,1,1,29.52,34.09,70,8.9981,0,21,6
2011-06-07 22:00:00,2,0,1,1,28.7,32.575,65,8.9981,0,22,6
2011-06-07 23:00:00,2,0,1,1,27.88,31.82,79,7.0015,0,23,6
2011-06-08 00:00:00,2,0,1,1,27.06,29.545,89,8.9981,0,0,6
2011-06-08 01:00:00,2,0,1,1,27.06,30.305,78,10.309055628928055,1,1,6
2011-06-08 02:00:00,2,0,1,1,26.24,28.79,89,6.0032,0,2,6
2011-06-08 03:00:00,2,0,1,1,26.24,28.79,89,6.0032,0,3,6
2011-06-08 04:00:00,2,0,1,1,25.42,28.79,83,9.914609654685544,1,4,6
2011-06-08 05:00:00,2,0,1,1,25.42,28.03,88,9.619762904188587,1,5,6
2011-06-08 06:00:00,2,0,1,1,26.24,28.79,89,8.9981,0,6,6
2011-06-08 07:00:00,2,0,1,1,27.06,31.06,74,7.0015,0,7,6
2011-06-08 08:00:00,2,0,1,1,31.16,35.605,58,11.0014,0,8,6
2011-06-08 09:00:00,2,0,1,1,31.16,35.605,58,11.0014,0,9,6
2011-06-08 10:00:00,2,0,1,1,33.62,37.12,43,15.0013,0,10,6
2011-06-08 11:00:00,2,0,1,1,34.44,37.88,41,12.998,0,11,6
2011-06-08 12:00:00,2,0,1,1,36.08,40.91,42,8.9981,0,12,6
2011-06-08 13:00:00,2,0,1,1,36.9,42.425,42,15.248488504908595,1,13,6
2011-06-08 14:00:00,2,0,1,1,37.72,43.94,40,16.9979,0,14,6
